0,8 The new procedures for partition of the littoral regulated a process of scrambling for protectorates which was already almost complete; by 1855 only the stretch between the Mano river and France's outposts on the Ivory Coast remained unclaimed by Europeans.
0,"87 A little later, still more striking successes would be achieved by Christian prophets offering charismatic presentations and interpretations of the Gospel; W. W. Harris, who began his remarkable mission to the southern Ivory Coast in 1913 and Garrick Braide, who began to achieve mass con- versions in the Niger delta about 1915 were both working among populations accustomed to religious change."
0,"89 Muqawiya appears on a silver coin in the ﬁfty-fourth or ﬁfty-ﬁfth year of the hijra as the ‘commander of the believers’; but the coin, which was minted in the southern Iranian town of Darabjird, retains strikingly pre-Islamic elements: its dating is to the era of the Sasanian shah Yazdegerd, and its language is Pahlavi, or Middle Persian."
0,"9 Starting in East Africa, in the far south, Sofala provided gold and ivory from the interior."
0,"91 African lawyers in the Gold Coast not only earned large fees for litigation over development lands in the colony, but began to find wider political roles in championing African land tenure through the Aborigines Rights Protection Society, founded in Cape Coast in 1897 with the explicit aim of interpreting government Bills to those unable to read them."
0,"A combination of rising prices, soaring demand and the abolition of the Portuguese royal monopoly on the Angola coast made it profitable to carry ivory 1400 kilometres to the Atlantic."
0,A major objective was Msiri's kingdom in Katanga  where rich copper deposits were already suspected.
0,"A second occurrence lies at Qal'eh Kafi, twenty miles east of Anarak, where veins of quartz up to one ft wide yield a mixture of copper, lead, and iron minerals, including a little molybdenite and wulfenite ."
0,"A steady ﬂow of silver from the West was needed to make up the diﬀerence, although the directors of the English Levant Company consistently opposed the export of silver as detrimental to sound business practice in their mercan- tilist view of trade."
0,"A third auriferous site lies to the east of Tehran, near Damghan, where a little gold has been washed from the gravels and sands lying at the skirts of Ksih-i-Zar, the ""hill of gold""; but any chance of exploitation here is foiled by the lack of water, which would be needed in far greater amount than is available to work a placer deposit."
0,"A typical letter from the later ﬁfth/eleventh century, sent from a merchant in Tunisia to a partner in Egypt, noted the arrival of eastern goods, quoted local prices , and made suggestions for future purchases: The goods sent by you arrived safely through God’s grace, namely: two small bales of pepper in the ship of the Sultan, four bales of ﬂax … and one bale of brazilwood … The price of pepper this year is very low, a qint."
0,"Accord- ing to Nyamwezi tradition, this opened the Nyamwezi country to external trading, for the adventurers returned home and began to gather ivory to be carried to the coastal markets for sale."
0,"According to a contemporary Christian source Muqawiya endeavoured to introduce a gold and silver coinage of his own early in his reign, but his coins were rejected because they lacked a cross – striking evidence both of the continuing prestige of Byzantium in Syria and of the strong Christian identity of its people."
0,"According to Adefuye, the coming of the coastmen inspired the elephant hunters to form a guild called the aligo, whose 'major occupation was to secure ivory for alien Arab and 1 This theme is dealt with more fully in A. C. Unomah, 'Economic expansion and political change in Unyanyembe, c. 1640-1900', Ph.D. thesis , 86-7."
0,"According to one report, the dread Kwararafa had so much fallen from their former power that, about 1800 they were paying Bornu an annual tribute of 1000 slaves; at the same period an officer came every year from Tripoli to Murzuq to collect the  tribute of Fezzan in gold, senna, or slaves."
0,"After a brief interruption, pepper again followed the old trade routes and was pur- chased by European traders in Cairo and Aleppo."
0,"Along the shores of the Gulf of Darien, barter settlements had been springing up for the rescate of gold from the local Indians."
0,"Also it was difficult to say if a people using bone implements and fire-pits of the kind  could any way fit into the Samkhya, Jaina or Buddhist religious systems. The use of iron had certainly advanced during the painted Black-and-Red and PGW phase."
0,"Although it is not known that many of the pieces called Quimbaya actually pertain to the tribe of that name , we do know that the Spanish com- mented upon the amount and variety of gold objects found among many of the Cauca Valley tribes, including the Quimbaya."
0,"Although most com- munities knew how to produce salt in their various localities by various methods, the trade in ivory had the effect of expanding the area over which white salt from the great salt pans of places like Uviirza in western Tanzania, Lake Eyasi in central Tanzania and Ivuna in the extreme south-west of the same country was distributed."
0,"Although some pepper was locally grown, it was also a product of west Java across the Sunda Strait."
0,"Although tribute in the Inca empire, unlike that of the Aztecs, consisted entirely of labour, the old imperial system still functioned sufficiently well to produce for the Spaniards as a ransom for Atahualpa the enormous sum in gold and silver of 1.5 million pesos - a treasure far larger than any yet known in the Indies and the equivalent of half a century of European production."
0,"Although Ueda gives little or no credence to the Nihon shoki statement that the sword that Susa no O no Mikoto used to kill the legendary eight-headed serpent was deposited at Isonokami, he concludes that many of the kingdom's iron weapons were stored at Isonokami during the last half of the fourth century."
0,"Although we may never obtain proof of what status was assigned by a Paekche or Yamato ruler to his foreign counterpart or whether the assigned status was accepted, the existence of the sword with its dated incription stands as concrete and convincing evidence that the rulers of Paekche and Yamato were in contact with each other during the last half of the fourth century and that swords and iron were then highly valued."
0,American silver production for the next two decades was still small in relation to the European output: the silver mines in the Habsburg hereditary lands produced nearly four times as much silver as the Indies between 1521 and 1544.
0,"Among the Nyamwezi, such hunters spent most of their time following the herds, and even- tually extended their activities far beyond the limits of their localities or kingdoms. One such renowned ivory hunter in the Nyamwezi kingdom of Unyanyembe was nicknamed Kapiga-r»iti."
0,"An English merchant, resident in Marrakesh, commented on the arrival of thirty mules laden with gold in 15 94 : ' The king of Morocco is like to be the greatest prince in the world for money, if he keeps this country ."
0,"An iron mine producing clay-ironstone has been worked at Amul on the northern slopes of the Alburz, where a primitive iron metallurgy was once practised."
0,"Archaeologists have not yet found offerings made to Sumiyoshi in the middle years of the Yamato period, but connections between Ojin and Sumiyoshi are suggested by the myth that ""gold and silver lands beyond the sea"" were bestowed on Ojin by the Sumiyoshi kami while he was in his mother's womb and by the myth that Izanagi and Izanami  gave birth to the Sumiyoshi kami."
0,"Areca nuts and betel leaves, the chewing of which gave teeth the distinct red colour, were products of the highlands upriver from Indrapura ; cinnamon was a product of the region upriver from Vijaya, and gold was said to be mined at a mountain of gold some 30 li from modern Hue."
